id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,Group,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
13376891,Brooklyn,40.68877,-73.97795,Entire home/apt,150,2,1,0.03,1,0,5,0,1,0,0,0,1,0,0
13376968,Manhattan,40.72886,-73.98834000000001,Private room,80,1,4,0.11,1,0,1,0,0,1,0,0,0,1,0
13377443,Brooklyn,40.65251,-73.96325,Private room,60,4,1,0.04,1,0,1,0,1,0,0,0,0,1,0
13377893,Brooklyn,40.69539,-73.9285,Private room,55,7,7,0.19,1,0,1,0,1,0,0,0,0,1,0
13378177,Brooklyn,40.66128,-73.94797,Entire home/apt,163,3,16,0.52,1,154,5,0,1,0,0,0,1,0,0
13378410,Manhattan,40.824290000000005,-73.95225,Private room,54,7,2,0.05,1,0,1,0,0,1,0,0,0,1,0
13378438,Brooklyn,40.68235,-73.94686,Private room,46,7,1,0.03,1,0,1,0,1,0,0,0,0,1,0
13378609,Queens,40.75087,-73.89365,Entire home/apt,125,2,32,0.85,2,50,5,0,0,0,1,0,1,0,0
13378820,Brooklyn,40.66405,-73.85676,Entire home/apt,150,2,179,5.13,1,300,3,0,1,0,0,0,1,0,0
13378919,Brooklyn,40.63909,-74.01815,Private room,47,2,87,2.32,4,0,1,0,1,0,0,0,0,1,0
13379511,Brooklyn,40.68594,-73.96293,Entire home/apt,120,3,2,0.05,1,0,5,0,1,0,0,0,1,0,0
13379688,Manhattan,40.801840000000006,-73.95591,Private room,67,1,8,0.23,1,0,1,0,0,1,0,0,0,1,0
13380662,Brooklyn,40.62023,-73.99103000000001,Entire home/apt,73,1,65,3.49,1,3,3,0,1,0,0,0,1,0,0
13384425,Brooklyn,40.656,-73.95851,Entire home/apt,128,2,2,2.0,1,133,5,0,1,0,0,0,1,0,0
13386091,Brooklyn,40.61448,-74.00486,Entire home/apt,121,2,24,0.64,1,14,5,0,1,0,0,0,1,0,0
13386152,Brooklyn,40.68963,-73.95316,Entire home/apt,250,2,3,0.08,1,0,5,0,1,0,0,0,1,0,0
13386360,Manhattan,40.71962,-73.98241,Entire home/apt,80,1,4,0.11,1,0,5,0,0,1,0,0,1,0,0
13387453,Manhattan,40.81619,-73.93798000000001,Entire home/apt,77,1,2,0.05,1,0,5,0,0,1,0,0,1,0,0
13388210,Manhattan,40.76334,-73.98909,Entire home/apt,117,30,9,0.4,91,105,5,0,0,1,0,0,1,0,0
13388285,Brooklyn,40.68936,-73.916,Private room,75,3,23,0.62,5,0,1,0,1,0,0,0,0,1,0
13388649,Queens,40.76406,-73.90769,Entire home/apt,99,1,185,5.28,1,211,3,0,0,0,1,0,1,0,0
13388929,Manhattan,40.73426,-74.00236,Entire home/apt,279,3,2,0.05,1,0,5,0,0,1,0,0,1,0,0
13389082,Manhattan,40.729659999999996,-73.98187,Entire home/apt,140,2,55,1.47,1,0,5,0,0,1,0,0,1,0,0
13389756,Brooklyn,40.717690000000005,-73.95275,Private room,95,2,9,0.24,1,0,1,0,1,0,0,0,0,1,0
13391165,Manhattan,40.72768,-73.98739,Private room,149,4,25,0.68,2,156,1,0,0,1,0,0,0,1,0
13392392,Manhattan,40.72591,-73.98917,Entire home/apt,250,1,2,0.05,1,0,5,0,0,1,0,0,1,0,0
13392646,Brooklyn,40.68132,-73.99757,Entire home/apt,150,2,14,0.38,1,0,5,0,1,0,0,0,1,0,0
13392858,Brooklyn,40.68724,-73.98496999999999,Entire home/apt,120,30,7,0.38,21,342,2,0,1,0,0,0,1,0,0
13392941,Manhattan,40.70514,-74.00921,Private room,85,1,3,0.08,1,0,1,0,0,1,0,0,0,1,0
13394558,Manhattan,40.71938,-73.9952,Entire home/apt,90,31,9,0.24,5,221,2,0,0,1,0,0,1,0,0
13394748,Queens,40.69628,-73.85255,Private room,45,1,141,3.77,4,287,3,0,0,0,1,0,0,1,0
13395084,Brooklyn,40.69558,-73.96871999999999,Private room,100,7,2,0.06,1,0,1,0,1,0,0,0,0,1,0
13395329,Manhattan,40.80273,-73.95924000000001,Private room,89,1,131,3.62,1,165,3,0,0,1,0,0,0,1,0
13395362,Manhattan,40.76409,-73.99122,Entire home/apt,199,30,4,0.14,91,0,5,0,0,1,0,0,1,0,0
13395513,Manhattan,40.7207,-73.99815,Entire home/apt,76,30,10,0.31,1,30,5,0,0,1,0,0,1,0,0
13395955,Brooklyn,40.67649,-73.96696999999999,Entire home/apt,143,31,3,0.08,1,0,5,0,1,0,0,0,1,0,0
13396285,Brooklyn,40.69443,-73.94636,Shared room,40,1,31,0.91,1,0,1,0,1,0,0,0,0,0,1
13396969,Manhattan,40.715790000000005,-73.99158,Entire home/apt,125,4,31,0.84,1,7,5,0,0,1,0,0,1,0,0
13397762,Queens,40.74272,-73.92347,Entire home/apt,110,2,4,0.11,1,0,5,0,0,0,1,0,1,0,0
13398011,Manhattan,40.725629999999995,-73.99118,Entire home/apt,300,2,16,0.43,1,0,5,0,0,1,0,0,1,0,0
13398340,Brooklyn,40.68697,-73.94506,Entire home/apt,99,2,148,3.98,1,29,3,0,1,0,0,0,1,0,0
13398348,Brooklyn,40.7157,-73.95983000000001,Entire home/apt,125,3,97,2.65,2,216,2,0,1,0,0,0,1,0,0
13398837,Manhattan,40.72057,-73.99185,Private room,80,5,27,0.73,1,0,1,0,0,1,0,0,0,1,0
13399051,Manhattan,40.71518,-73.98953,Private room,150,3,12,0.32,2,0,1,0,0,1,0,0,0,1,0
13404021,Brooklyn,40.69405,-73.91403000000001,Private room,40,1,1,0.03,1,0,1,0,1,0,0,0,0,1,0
13405322,Brooklyn,40.67587,-73.95467,Entire home/apt,250,7,3,0.13,1,0,5,0,1,0,0,0,1,0,0
13406622,Manhattan,40.743390000000005,-73.99642,Entire home/apt,450,2,139,3.73,1,221,3,0,0,1,0,0,1,0,0
13407067,Brooklyn,40.686840000000004,-73.87834000000001,Private room,50,3,12,0.33,3,90,1,0,1,0,0,0,0,1,0
13407328,Brooklyn,40.67318,-73.9655,Entire home/apt,75,1,5,0.13,1,0,5,0,1,0,0,0,1,0,0
13407354,Manhattan,40.75352,-73.96807,Entire home/apt,139,2,102,2.74,1,235,2,0,0,1,0,0,1,0,0
13407476,Manhattan,40.75608,-73.96895,Entire home/apt,200,30,2,0.12,91,101,5,0,0,1,0,0,1,0,0
13407615,Brooklyn,40.66703,-73.94054,Private room,65,1,101,2.7,1,309,2,0,1,0,0,0,0,1,0
13408222,Brooklyn,40.65466,-73.9218,Entire home/apt,115,4,89,2.44,2,282,2,0,1,0,0,0,1,0,0
13408765,Manhattan,40.787490000000005,-73.9504,Private room,70,1,4,0.11,1,0,1,0,0,1,0,0,0,1,0
13409920,Brooklyn,40.68547,-73.93209,Entire home/apt,50,1,2,0.05,1,0,5,0,1,0,0,0,1,0,0
13410276,Manhattan,40.78378,-73.97845,Private room,85,2,4,0.11,1,0,1,0,0,1,0,0,0,1,0
13410478,Manhattan,40.74921,-74.00416,Entire home/apt,275,3,1,0.03,1,0,5,0,0,1,0,0,1,0,0
13410813,Queens,40.7537,-73.93186,Entire home/apt,120,3,40,1.45,2,365,2,0,0,0,1,0,1,0,0
13411035,Manhattan,40.76327,-73.98937,Entire home/apt,185,30,4,0.13,91,0,5,0,0,1,0,0,1,0,0
13411560,Manhattan,40.77856,-73.98278,Entire home/apt,150,7,2,0.05,1,0,5,0,0,1,0,0,1,0,0
13411711,Manhattan,40.805209999999995,-73.95213000000001,Entire home/apt,145,31,3,0.08,1,0,5,0,0,1,0,0,1,0,0
13411759,Brooklyn,40.66018,-73.98074,Entire home/apt,130,2,1,0.03,1,0,5,0,1,0,0,0,1,0,0
13412918,Manhattan,40.8754,-73.91263000000001,Entire home/apt,88,1,2,0.06,1,0,5,0,0,1,0,0,1,0,0
13414523,Manhattan,40.8021,-73.96629,Private room,64,4,1,0.03,1,0,1,0,0,1,0,0,0,1,0
13415100,Manhattan,40.74439,-73.98125,Entire home/apt,185,29,1,0.04,31,139,5,0,0,1,0,0,1,0,0
13415535,Manhattan,40.74653,-73.99632,Entire home/apt,165,1,31,0.9,1,358,2,0,0,1,0,0,1,0,0
13415850,Brooklyn,40.688309999999994,-73.97549000000001,Entire home/apt,200,7,3,0.09,2,0,5,0,1,0,0,0,1,0,0
13415952,Brooklyn,40.70821,-73.95000999999999,Private room,90,2,24,0.65,3,0,1,0,1,0,0,0,0,1,0
13416582,Manhattan,40.77643,-73.98262,Entire home/apt,140,3,12,0.33,1,0,5,0,0,1,0,0,1,0,0
13416840,Brooklyn,40.69805,-73.9846,Entire home/apt,150,2,16,0.43,1,0,5,0,1,0,0,0,1,0,0
13417071,Brooklyn,40.68444,-73.9287,Entire home/apt,92,30,17,0.5,2,113,5,0,1,0,0,0,1,0,0
13417080,Manhattan,40.73578,-73.98706,Private room,100,2,79,2.12,4,243,2,0,0,1,0,0,0,1,0
13417267,Brooklyn,40.667809999999996,-73.99024,Entire home/apt,135,7,1,0.03,1,21,5,0,1,0,0,0,1,0,0
13417410,Brooklyn,40.66167,-73.92854,Entire home/apt,45,1,112,2.99,1,244,3,0,1,0,0,0,1,0,0
13417723,Bronx,40.8357,-73.91023,Entire home/apt,110,90,11,0.3,7,77,5,1,0,0,0,0,1,0,0
13418942,Manhattan,40.83048,-73.95009,Private room,250,1,2,0.05,1,358,2,0,0,1,0,0,0,1,0
13422992,Manhattan,40.72079,-73.98965,Private room,175,1,35,3.19,1,19,1,0,0,1,0,0,0,1,0
13424027,Brooklyn,40.67735,-73.96581,Entire home/apt,175,7,5,0.14,1,16,5,0,1,0,0,0,1,0,0
13424996,Brooklyn,40.69507,-73.92081,Entire home/apt,99,2,4,0.11,1,0,5,0,1,0,0,0,1,0,0
13426681,Manhattan,40.762159999999994,-73.99775,Entire home/apt,235,30,1,0.04,121,365,2,0,0,1,0,0,1,0,0
13427044,Brooklyn,40.70298,-73.92203,Private room,45,5,1,0.03,1,0,1,0,1,0,0,0,0,1,0
13427412,Staten Island,40.63163,-74.09297,Entire home/apt,85,2,110,2.97,1,248,2,0,0,0,0,1,1,0,0
13427658,Queens,40.776790000000005,-73.91366,Private room,38,1,14,1.46,3,24,1,0,0,0,1,0,0,1,0
13427702,Queens,40.774370000000005,-73.91854000000001,Private room,65,1,1,0.03,1,0,1,0,0,0,1,0,0,1,0
13427968,Manhattan,40.82291,-73.94958000000001,Entire home/apt,79,7,42,1.14,1,0,5,0,0,1,0,0,1,0,0
13429562,Manhattan,40.76258,-73.99771,Entire home/apt,239,30,1,0.08,121,179,2,0,0,1,0,0,1,0,0
13429684,Brooklyn,40.69941,-73.92833,Private room,35,10,13,0.37,1,0,1,0,1,0,0,0,0,1,0
13430012,Manhattan,40.76077,-73.99821999999999,Entire home/apt,239,30,1,0.04,121,365,2,0,0,1,0,0,1,0,0
13430458,Bronx,40.80842,-73.93136,Private room,33,2,63,1.75,4,145,1,1,0,0,0,0,0,1,0
13430483,Manhattan,40.761959999999995,-73.99803,Entire home/apt,239,30,1,0.04,121,365,2,0,0,1,0,0,1,0,0
13430794,Manhattan,40.76112,-73.99887,Entire home/apt,239,30,2,0.07,121,365,2,0,0,1,0,0,1,0,0
13431552,Manhattan,40.75833,-73.99019,Entire home/apt,229,30,2,0.08,23,0,5,0,0,1,0,0,1,0,0
13431664,Bronx,40.81937,-73.90978,Private room,45,2,68,1.83,1,156,1,1,0,0,0,0,0,1,0
13431793,Manhattan,40.76213,-73.99972,Entire home/apt,239,30,1,0.03,121,365,2,0,0,1,0,0,1,0,0
13431961,Manhattan,40.7847,-73.97155,Entire home/apt,179,2,98,2.71,1,151,5,0,0,1,0,0,1,0,0
13432348,Manhattan,40.76108,-73.99812,Entire home/apt,239,30,1,0.06,121,357,2,0,0,1,0,0,1,0,0
13433027,Queens,40.67866,-73.8068,Entire home/apt,100,5,44,1.22,1,350,2,0,0,0,1,0,1,0,0
13433684,Brooklyn,40.70353,-73.9344,Private room,55,2,7,0.19,1,0,1,0,1,0,0,0,0,1,0
13433870,Brooklyn,40.7025,-73.92935,Private room,95,2,3,0.09,1,0,1,0,1,0,0,0,0,1,0
13434493,Brooklyn,40.69375,-73.92123000000001,Private room,41,3,2,0.05,1,0,1,0,1,0,0,0,0,1,0
13434959,Brooklyn,40.660579999999996,-73.96132,Entire home/apt,40,2,25,0.7,1,223,2,0,1,0,0,0,1,0,0
13435285,Manhattan,40.75892,-73.99146,Entire home/apt,150,30,2,0.06,23,213,2,0,0,1,0,0,1,0,0
13435688,Manhattan,40.763690000000004,-73.98476,Entire home/apt,150,30,1,0.77,23,335,2,0,0,1,0,0,1,0,0
13436088,Manhattan,40.76569,-73.98281,Entire home/apt,219,30,8,0.3,23,362,2,0,0,1,0,0,1,0,0
13436132,Manhattan,40.72741,-73.97529,Entire home/apt,142,1,146,3.92,1,78,3,0,0,1,0,0,1,0,0
13436258,Bronx,40.81949,-73.92913,Entire home/apt,99,1,103,2.87,1,264,2,1,0,0,0,0,1,0,0
13436489,Brooklyn,40.63974,-74.01944,Private room,41,5,81,2.18,4,0,1,0,1,0,0,0,0,1,0
13437219,Manhattan,40.8259,-73.94962,Private room,48,7,2,0.06,1,0,1,0,0,1,0,0,0,1,0
13441680,Manhattan,40.86541,-73.92935,Private room,52,2,10,0.28,2,0,1,0,0,1,0,0,0,1,0
13442932,Brooklyn,40.7323,-73.95260999999999,Entire home/apt,150,2,3,0.12,1,0,5,0,1,0,0,0,1,0,0
13443722,Manhattan,40.76425,-73.98654,Private room,160,1,10,0.27,1,0,1,0,0,1,0,0,0,1,0
13443794,Brooklyn,40.68846,-73.90847,Private room,45,5,2,0.05,1,0,1,0,1,0,0,0,0,1,0
13444818,Queens,40.73888,-73.87299,Entire home/apt,178,30,83,2.22,1,342,2,0,0,0,1,0,1,0,0
13444884,Manhattan,40.744479999999996,-73.97776,Entire home/apt,176,30,4,0.15,23,0,5,0,0,1,0,0,1,0,0
13444902,Manhattan,40.815909999999995,-73.93995,Private room,70,3,7,0.19,1,0,1,0,0,1,0,0,0,1,0
13445020,Brooklyn,40.713029999999996,-73.96574,Entire home/apt,190,2,9,0.25,1,2,5,0,1,0,0,0,1,0,0
13445027,Brooklyn,40.70475,-73.93663000000001,Private room,62,2,5,0.13,1,0,1,0,1,0,0,0,0,1,0
13445935,Brooklyn,40.726729999999996,-73.95406,Entire home/apt,175,2,1,0.03,1,0,5,0,1,0,0,0,1,0,0
13446050,Manhattan,40.802890000000005,-73.96741,Entire home/apt,125,6,2,0.05,1,0,5,0,0,1,0,0,1,0,0
13446124,Manhattan,40.81353,-73.95878,Private room,76,2,126,3.4,1,12,1,0,0,1,0,0,0,1,0
13446580,Brooklyn,40.663779999999996,-73.98621,Entire home/apt,225,5,2,0.05,1,0,5,0,1,0,0,0,1,0,0
13446921,Brooklyn,40.65211,-73.97872,Private room,65,1,13,0.35,4,0,1,0,1,0,0,0,0,1,0
13449748,Brooklyn,40.69161,-73.90563,Private room,70,3,5,0.14,1,0,1,0,1,0,0,0,0,1,0
13449844,Manhattan,40.78305,-73.97757,Entire home/apt,240,30,4,0.11,1,0,5,0,0,1,0,0,1,0,0
13451379,Queens,40.74275,-73.95513000000001,Private room,70,3,12,0.42,1,77,1,0,0,0,1,0,0,1,0
13451599,Manhattan,40.72118,-73.98066,Entire home/apt,130,2,1,0.03,1,0,5,0,0,1,0,0,1,0,0
13451720,Manhattan,40.79936,-73.96105,Private room,50,1,1,0.03,1,0,1,0,0,1,0,0,0,1,0
13451786,Brooklyn,40.690909999999995,-73.95435,Private room,70,3,61,1.63,1,190,1,0,1,0,0,0,0,1,0
13452474,Manhattan,40.76733,-73.98607,Entire home/apt,169,10,6,0.17,1,280,2,0,0,1,0,0,1,0,0
13452799,Brooklyn,40.70885,-73.95349,Private room,50,1,3,0.08,1,0,1,0,1,0,0,0,0,1,0
13453023,Manhattan,40.79875,-73.97128000000001,Private room,120,1,19,0.57,3,360,2,0,0,1,0,0,0,1,0
13453271,Manhattan,40.796690000000005,-73.97126,Private room,120,1,12,0.35,3,338,2,0,0,1,0,0,0,1,0
13459691,Brooklyn,40.71696,-73.95727,Private room,90,5,87,2.43,2,305,2,0,1,0,0,0,0,1,0
13459841,Brooklyn,40.71216,-73.95853000000001,Entire home/apt,105,15,30,0.84,1,85,5,0,1,0,0,0,1,0,0
13460498,Brooklyn,40.68813,-73.95479,Entire home/apt,130,2,16,0.59,1,0,5,0,1,0,0,0,1,0,0
13461123,Brooklyn,40.692609999999995,-73.95069000000001,Entire home/apt,100,4,3,0.08,1,0,5,0,1,0,0,0,1,0,0
13461289,Manhattan,40.74754,-73.98741,Entire home/apt,288,5,2,0.06,1,0,5,0,0,1,0,0,1,0,0
13461412,Manhattan,40.76245,-73.98767,Entire home/apt,150,30,1,0.04,23,332,2,0,0,1,0,0,1,0,0
13461718,Brooklyn,40.71855,-73.96359,Private room,85,3,1,0.03,1,0,1,0,1,0,0,0,0,1,0
13463768,Brooklyn,40.64286,-73.94839,Entire home/apt,75,5,8,0.22,1,0,5,0,1,0,0,0,1,0,0
13465546,Manhattan,40.72627,-73.99145,Entire home/apt,200,3,27,0.76,1,0,5,0,0,1,0,0,1,0,0
13466084,Manhattan,40.82289,-73.9511,Entire home/apt,78,3,13,0.35,1,0,5,0,0,1,0,0,1,0,0
13466168,Manhattan,40.70711,-74.01437,Entire home/apt,234,2,4,0.11,1,0,5,0,0,1,0,0,1,0,0
13466302,Manhattan,40.77981,-73.98499,Entire home/apt,325,5,7,0.2,1,118,5,0,0,1,0,0,1,0,0
13466561,Manhattan,40.71159,-73.99884,Private room,119,1,3,0.09,5,0,1,0,0,1,0,0,0,1,0
13466663,Manhattan,40.712590000000006,-73.99897,Private room,95,1,10,0.27,5,0,1,0,0,1,0,0,0,1,0
13466842,Queens,40.759029999999996,-73.92943000000001,Entire home/apt,255,2,111,3.18,1,268,2,0,0,0,1,0,1,0,0
13467270,Queens,40.736909999999995,-73.92826,Entire home/apt,125,2,17,0.47,1,56,5,0,0,0,1,0,1,0,0
13467433,Manhattan,40.70706,-74.00442,Private room,99,2,3,0.08,1,0,1,0,0,1,0,0,0,1,0
13467511,Manhattan,40.72229,-73.98175,Entire home/apt,175,3,27,0.75,1,0,5,0,0,1,0,0,1,0,0
13468830,Brooklyn,40.69887,-73.93564,Entire home/apt,75,6,9,1.14,1,53,5,0,1,0,0,0,1,0,0
13473267,Brooklyn,40.702729999999995,-73.92724,Private room,50,5,1,0.03,1,0,1,0,1,0,0,0,0,1,0
13474455,Brooklyn,40.68401,-73.9457,Entire home/apt,99,2,100,3.27,3,308,2,0,1,0,0,0,1,0,0
13475688,Brooklyn,40.68988,-73.93136,Entire home/apt,85,5,42,1.27,1,52,5,0,1,0,0,0,1,0,0
13476185,Manhattan,40.76571,-73.99101,Entire home/apt,137,3,2,0.05,1,0,5,0,0,1,0,0,1,0,0
13476685,Manhattan,40.7403,-74.0029,Entire home/apt,165,3,14,0.38,1,10,5,0,0,1,0,0,1,0,0
13477118,Brooklyn,40.70742,-73.94315999999999,Entire home/apt,92,2,11,0.31,1,7,5,0,1,0,0,0,1,0,0
13477234,Manhattan,40.7531,-73.97158,Entire home/apt,101,4,1,0.03,1,0,5,0,0,1,0,0,1,0,0
13477342,Manhattan,40.83079,-73.9432,Private room,95,2,14,0.38,2,89,1,0,0,1,0,0,0,1,0
13477359,Manhattan,40.80728,-73.96634,Private room,119,1,4,0.11,1,0,1,0,0,1,0,0,0,1,0
13478244,Brooklyn,40.71983,-73.95675,Entire home/apt,195,2,145,4.03,2,230,3,0,1,0,0,0,1,0,0
13479302,Manhattan,40.73277,-73.98448,Entire home/apt,170,4,9,0.24,1,0,5,0,0,1,0,0,1,0,0
13479511,Manhattan,40.76184,-73.9569,Entire home/apt,150,4,45,1.27,1,6,5,0,0,1,0,0,1,0,0
13479649,Manhattan,40.81134,-73.94044,Entire home/apt,157,1,11,0.29,1,0,5,0,0,1,0,0,1,0,0
13480134,Bronx,40.82716,-73.89911,Private room,30,1,11,0.3,1,0,1,1,0,0,0,0,0,1,0
13480162,Brooklyn,40.71147,-73.95896,Entire home/apt,250,2,6,0.16,1,0,5,0,1,0,0,0,1,0,0
13481935,Brooklyn,40.6737,-73.95669000000001,Private room,40,3,3,0.11,2,0,1,0,1,0,0,0,0,1,0
13485043,Queens,40.70971,-73.89741,Entire home/apt,80,28,1,0.1,1,365,2,0,0,0,1,0,1,0,0
13486680,Manhattan,40.82882,-73.94148,Private room,49,7,1,0.03,2,0,1,0,0,1,0,0,0,1,0
13486730,Manhattan,40.726890000000004,-74.0089,Private room,101,2,102,2.97,2,116,1,0,0,1,0,0,0,1,0
13488308,Manhattan,40.73955,-73.98243000000001,Entire home/apt,199,30,36,0.98,1,242,2,0,0,1,0,0,1,0,0
13489132,Brooklyn,40.71026,-73.96840999999999,Entire home/apt,175,1,1,0.03,1,0,5,0,1,0,0,0,1,0,0
13489234,Manhattan,40.75823,-73.96453000000001,Entire home/apt,175,1,2,0.05,1,0,5,0,0,1,0,0,1,0,0
13489789,Brooklyn,40.69285,-73.92849,Private room,50,1,42,2.1,3,102,1,0,1,0,0,0,0,1,0
13490097,Manhattan,40.85413,-73.93172,Private room,45,3,1,0.03,2,0,1,0,0,1,0,0,0,1,0
13490175,Queens,40.74472,-73.91788000000001,Entire home/apt,110,1,37,1.0,1,74,5,0,0,0,1,0,1,0,0
13490372,Brooklyn,40.6612,-73.98568,Entire home/apt,70,70,3,0.08,1,0,5,0,1,0,0,0,1,0,0
13490397,Brooklyn,40.66186,-73.98109000000001,Entire home/apt,129,5,1,0.03,1,0,5,0,1,0,0,0,1,0,0
13490410,Manhattan,40.7728,-73.98737,Entire home/apt,139,4,8,0.23,1,0,5,0,0,1,0,0,1,0,0
13491040,Brooklyn,40.691,-73.93032,Entire home/apt,135,3,2,0.06,1,0,5,0,1,0,0,0,1,0,0
13491064,Manhattan,40.77363,-73.95154000000001,Entire home/apt,90,1,3,0.09,1,0,5,0,0,1,0,0,1,0,0
13491503,Brooklyn,40.65253,-73.96404,Entire home/apt,125,2,52,1.41,2,20,5,0,1,0,0,0,1,0,0
13492036,Queens,40.77231,-73.90793000000001,Entire home/apt,75,4,1,0.03,1,0,5,0,0,0,1,0,1,0,0
13492353,Manhattan,40.79201,-73.97423,Private room,65,3,5,0.14,2,0,1,0,0,1,0,0,0,1,0
13492449,Manhattan,40.7332,-74.0039,Entire home/apt,190,2,2,0.05,1,0,5,0,0,1,0,0,1,0,0
13493430,Brooklyn,40.64328,-73.97506,Entire home/apt,85,7,1,0.03,1,0,5,0,1,0,0,0,1,0,0
13493546,Brooklyn,40.65005,-73.94776,Entire home/apt,119,1,24,1.04,1,313,2,0,1,0,0,0,1,0,0
13494095,Manhattan,40.70713,-74.00793,Entire home/apt,196,3,14,0.52,1,29,5,0,0,1,0,0,1,0,0
13494532,Manhattan,40.77081,-73.95215999999999,Private room,90,1,65,1.76,1,338,2,0,0,1,0,0,0,1,0
13494825,Brooklyn,40.68881,-73.94991,Private room,125,3,1,0.03,1,0,1,0,1,0,0,0,0,1,0
13494895,Manhattan,40.7977,-73.93736,Private room,65,28,1,0.03,1,0,1,0,0,1,0,0,0,1,0
13494898,Manhattan,40.740320000000004,-74.00265,Entire home/apt,110,4,6,0.16,1,0,5,0,0,1,0,0,1,0,0
13495012,Manhattan,40.705659999999995,-74.00865,Entire home/apt,100,20,3,0.09,1,340,2,0,0,1,0,0,1,0,0
13495558,Manhattan,40.72795,-74.00454,Entire home/apt,360,2,22,0.66,2,333,2,0,0,1,0,0,1,0,0
13495754,Brooklyn,40.73265,-73.95393,Private room,65,7,38,1.08,1,10,1,0,1,0,0,0,0,1,0
13496129,Brooklyn,40.67555,-73.94493,Private room,65,2,21,0.58,2,0,1,0,1,0,0,0,0,1,0
13496176,Brooklyn,40.68015,-73.9355,Entire home/apt,160,2,3,0.08,1,0,5,0,1,0,0,0,1,0,0
13496318,Brooklyn,40.67885,-73.97929,Entire home/apt,450,7,14,0.64,2,360,2,0,1,0,0,0,1,0,0
13496448,Manhattan,40.71934,-73.98172,Private room,75,2,3,0.08,1,0,1,0,0,1,0,0,0,1,0
13497305,Manhattan,40.81266,-73.95152,Private room,69,10,20,0.54,3,0,1,0,0,1,0,0,0,1,0
13497362,Brooklyn,40.689209999999996,-73.98038000000001,Entire home/apt,203,7,4,0.13,1,0,5,0,1,0,0,0,1,0,0
13497388,Manhattan,40.759479999999996,-73.98631,Private room,169,5,19,0.51,1,88,1,0,0,1,0,0,0,1,0
13498392,Manhattan,40.81325,-73.95323,Private room,79,6,31,0.84,3,18,1,0,0,1,0,0,0,1,0
13502841,Manhattan,40.75704,-73.99564000000001,Entire home/apt,230,4,12,0.33,1,41,5,0,0,1,0,0,1,0,0
13503251,Queens,40.744279999999996,-73.90898,Private room,65,1,18,1.11,1,278,2,0,0,0,1,0,0,1,0
13503536,Brooklyn,40.70286,-73.92271,Private room,50,2,6,0.16,1,0,1,0,1,0,0,0,0,1,0
13503970,Brooklyn,40.678470000000004,-73.96661999999999,Private room,100,1,11,0.3,2,365,2,0,1,0,0,0,0,1,0
13505542,Queens,40.75946,-73.91173,Private room,70,10,3,0.4,2,250,2,0,0,0,1,0,0,1,0
13506168,Manhattan,40.73813,-73.98213,Entire home/apt,175,2,1,0.03,1,0,5,0,0,1,0,0,1,0,0
13506967,Brooklyn,40.68688,-73.999,Private room,142,3,8,0.22,1,10,1,0,1,0,0,0,0,1,0
13507377,Brooklyn,40.66769,-73.98886,Entire home/apt,190,3,39,1.07,2,226,2,0,1,0,0,0,1,0,0
13509110,Brooklyn,40.697390000000006,-73.98512,Private room,61,2,8,0.21,2,0,1,0,1,0,0,0,0,1,0
13510154,Manhattan,40.8003,-73.95223,Private room,80,2,15,0.41,1,0,1,0,0,1,0,0,0,1,0
13510347,Manhattan,40.763709999999996,-73.96153000000001,Entire home/apt,225,30,1,0.03,87,341,2,0,0,1,0,0,1,0,0
13511266,Manhattan,40.71932,-73.99396,Entire home/apt,100,32,3,0.11,5,243,2,0,0,1,0,0,1,0,0
13511347,Brooklyn,40.64459,-73.99825,Entire home/apt,50,15,1,0.03,1,0,5,0,1,0,0,0,1,0,0
13511359,Manhattan,40.72152,-73.9838,Private room,109,4,25,0.91,1,140,1,0,0,1,0,0,0,1,0
13511798,Manhattan,40.83702,-73.94199,Private room,75,1,11,0.3,1,0,1,0,0,1,0,0,0,1,0
13513353,Brooklyn,40.67664,-73.95814,Private room,60,1,15,0.41,1,0,1,0,1,0,0,0,0,1,0
13513738,Manhattan,40.81454,-73.93616,Entire home/apt,130,4,6,0.16,2,0,5,0,0,1,0,0,1,0,0
13514115,Brooklyn,40.70859,-73.9221,Private room,65,2,101,2.83,3,300,2,0,1,0,0,0,0,1,0
13514387,Manhattan,40.74675,-73.99555,Private room,90,2,6,0.16,1,0,1,0,0,1,0,0,0,1,0
13514680,Brooklyn,40.64455,-73.97825999999999,Private room,50,14,1,0.03,1,0,1,0,1,0,0,0,0,1,0
13514745,Manhattan,40.726279999999996,-73.97952,Private room,67,4,11,0.3,2,4,1,0,0,1,0,0,0,1,0
13514940,Brooklyn,40.661970000000004,-73.98907,Entire home/apt,100,1,14,0.38,1,0,5,0,1,0,0,0,1,0,0
13519630,Queens,40.7011,-73.90964,Entire home/apt,100,5,1,0.03,1,0,5,0,0,0,1,0,1,0,0
13520598,Brooklyn,40.67671,-73.96466,Entire home/apt,300,3,17,0.47,1,11,5,0,1,0,0,0,1,0,0
